Año,Trimestre,Provincia,Accesos por cada 100 hogares,Categoría,Fecha
2019,4, Santiago Del Estero ,42.92,Baja penetración,2019-04-01
2019,4, Tierra Del Fuego ,79.7,Alta penetración,2019-04-01
2019,4, Tucumán ,47.65,Baja penetración,2019-04-01
2019,3, Buenos Aires ,69.36,Alta penetración,2019-03-01
2019,3, Capital Federal ,112.65,Alta penetración,2019-03-01
2019,3, Catamarca ,30.88,Baja penetración,2019-03-01
2019,3, Chaco ,35.85,Baja penetración,2019-03-01
2019,3, Chubut ,47.57,Baja penetración,2019-03-01
2019,3, Córdoba ,68.59,Alta penetración,2019-03-01
2019,3, Corrientes ,38.49,Baja penetración,2019-03-01
2019,3, Entre Ríos ,57.9,Alta penetración,2019-03-01
2019,3, Formosa ,30.11,Baja penetración,2019-03-01
2019,3, Jujuy ,44.32,Baja penetración,2019-03-01
2019,3, La Pampa ,77.45,Alta penetración,2019-03-01
2019,3, La Rioja ,47.94,Baja penetración,2019-03-01
2019,3, Mendoza ,40.74,Baja penetración,2019-03-01
2019,3, Misiones ,39.33,Baja penetración,2019-03-01
2019,3, Neuquén ,64.14,Alta penetración,2019-03-01
2019,3, Río Negro ,63.42,Alta penetración,2019-03-01
2019,3, Salta ,44.48,Baja penetración,2019-03-01
2019,3, San Juan ,37.06,Baja penetración,2019-03-01
2019,3, San Luis ,85.23,Alta penetración,2019-03-01
2019,3, Santa Cruz ,35.63,Baja penetración,2019-03-01
2019,3, Santa Fe ,68.87,Alta penetración,2019-03-01
2019,3, Santiago Del Estero ,55.3,Alta penetración,2019-03-01
2019,3, Tierra Del Fuego ,96.46,Alta penetración,2019-03-01
2019,3, Tucumán ,39.49,Baja penetración,2019-03-01
2019,2, Buenos Aires ,67.85,Alta penetración,2019-02-01
2019,2, Capital Federal ,110.55,Alta penetración,2019-02-01
2019,2, Catamarca ,32.13,Baja penetración,2019-02-01
2019,2, Chaco ,34.14,Baja penetración,2019-02-01
2019,2, Chubut ,46.99,Baja penetración,2019-02-01
2019,2, Córdoba ,68.07,Alta penetración,2019-02-01
2019,2, Corrientes ,38.16,Baja penetración,2019-02-01
2019,2, Entre Ríos ,57.48,Alta penetración,2019-02-01
2019,2, Formosa ,30.42,Baja penetración,2019-02-01
2019,2, Jujuy ,44.51,Baja penetración,2019-02-01
2019,2, La Pampa ,77.08,Alta penetración,2019-02-01
2019,2, La Rioja ,48.7,Baja penetración,2019-02-01
2019,2, Mendoza ,40.75,Baja penetración,2019-02-01
2019,2, Misiones ,39.15,Baja penetración,2019-02-01
2019,2, Neuquén ,63.08,Alta penetración,2019-02-01
2019,2, Río Negro ,61.09,Alta penetración,2019-02-01
2019,2, Salta ,41.89,Baja penetración,2019-02-01
2019,2, San Juan ,35.6,Baja penetración,2019-02-01
2019,2, San Luis ,81.79,Alta penetración,2019-02-01
2019,2, Santa Cruz ,28.85,Baja penetración,2019-02-01
2019,2, Santa Fe ,67.42,Alta penetración,2019-02-01
2019,2, Santiago Del Estero ,52.79,Alta penetración,2019-02-01
2019,2, Tierra Del Fuego ,94.8,Alta penetración,2019-02-01
2019,2, Tucumán ,40.14,Baja penetración,2019-02-01
2019,1, Buenos Aires ,66.24,Alta penetración,2019-01-01
2019,1, Capital Federal ,109.2,Alta penetración,2019-01-01
2019,1, Catamarca ,32.19,Baja penetración,2019-01-01
2019,1, Chaco ,32.64,Baja penetración,2019-01-01
2019,1, Chubut ,43.0,Baja penetración,2019-01-01
2019,1, Córdoba ,65.52,Alta penetración,2019-01-01
2019,1, Corrientes ,35.13,Baja penetración,2019-01-01
2019,1, Entre Ríos ,56.79,Alta penetración,2019-01-01
2019,1, Formosa ,29.68,Baja penetración,2019-01-01
2019,1, Jujuy ,46.41,Baja penetración,2019-01-01
2019,1, La Pampa ,76.35,Alta penetración,2019-01-01
2019,1, La Rioja ,50.18,Alta penetración,2019-01-01
2019,1, Mendoza ,37.66,Baja penetración,2019-01-01
2019,1, Misiones ,36.26,Baja penetración,2019-01-01
2019,1, Neuquén ,58.88,Alta penetración,2019-01-01
2019,1, Río Negro ,53.57,Alta penetración,2019-01-01
2019,1, Salta ,40.1,Baja penetración,2019-01-01
2019,1, San Juan ,31.83,Baja penetración,2019-01-01
2019,1, San Luis ,67.34,Alta penetración,2019-01-01
2019,1, Santa Cruz ,23.67,Baja penetración,2019-01-01
2019,1, Santa Fe ,66.97,Alta penetración,2019-01-01
2019,1, Santiago Del Estero ,37.52,Baja penetración,2019-01-01
2019,1, Tierra Del Fuego ,93.38,Alta penetración,2019-01-01
2019,1, Tucumán ,41.63,Baja penetración,2019-01-01
2018,4, Buenos Aires ,64.6,Alta penetración,2018-04-01
2018,4, Capital Federal ,108.27,Alta penetración,2018-04-01
2018,4, Catamarca ,32.23,Baja penetración,2018-04-01
2018,4, Chaco ,32.59,Baja penetración,2018-04-01
2018,4, Chubut ,42.61,Baja penetración,2018-04-01
2018,4, Córdoba ,65.09,Alta penetración,2018-04-01
2018,4, Corrientes ,34.57,Baja penetración,2018-04-01
2018,4, Entre Ríos ,54.37,Alta penetración,2018-04-01
2018,4, Formosa ,29.74,Baja penetración,2018-04-01
2018,4, Jujuy ,46.53,Baja penetración,2018-04-01
2018,4, La Pampa ,73.49,Alta penetración,2018-04-01
2018,4, La Rioja ,50.35,Alta penetración,2018-04-01
2018,4, Mendoza ,37.76,Baja penetración,2018-04-01
2018,4, Misiones ,34.45,Baja penetración,2018-04-01
2018,4, Neuquén ,59.07,Alta penetración,2018-04-01
2018,4, Río Negro ,51.86,Alta penetración,2018-04-01
2018,4, Salta ,39.8,Baja penetración,2018-04-01
2018,4, San Juan ,31.9,Baja penetración,2018-04-01
2018,4, San Luis ,67.55,Alta penetración,2018-04-01
2018,4, Santa Cruz ,23.69,Baja penetración,2018-04-01
2018,4, Santa Fe ,65.59,Alta penetración,2018-04-01
2018,4, Santiago Del Estero ,37.4,Baja penetración,2018-04-01
2018,4, Tierra Del Fuego ,93.59,Alta penetración,2018-04-01
2018,4, Tucumán ,41.76,Baja penetración,2018-04-01
2018,3, Buenos Aires ,64.44,Alta penetración,2018-03-01
2018,3, Capital Federal ,108.45,Alta penetración,2018-03-01
2018,3, Catamarca ,32.92,Baja penetración,2018-03-01
2018,3, Chaco ,32.28,Baja penetración,2018-03-01
2018,3, Chubut ,56.39,Alta penetración,2018-03-01
2018,3, Córdoba ,64.24,Alta penetración,2018-03-01
2018,3, Corrientes ,34.25,Baja penetración,2018-03-01
2018,3, Entre Ríos ,50.22,Alta penetración,2018-03-01
2018,3, Formosa ,29.58,Baja penetración,2018-03-01
2018,3, Jujuy ,23.26,Baja penetración,2018-03-01
2018,3, La Pampa ,71.75,Alta penetración,2018-03-01
2018,3, La Rioja ,50.73,Alta penetración,2018-03-01
2018,3, Mendoza ,37.99,Baja penetración,2018-03-01
2018,3, Misiones ,32.1,Baja penetración,2018-03-01
2018,3, Neuquén ,60.49,Alta penetración,2018-03-01
2018,3, Río Negro ,50.54,Alta penetración,2018-03-01
2018,3, Salta ,39.43,Baja penetración,2018-03-01
2018,3, San Juan ,33.05,Baja penetración,2018-03-01
2018,3, San Luis ,52.35,Alta penetración,2018-03-01
2018,3, Santa Cruz ,32.73,Baja penetración,2018-03-01
2018,3, Santa Fe ,63.41,Alta penetración,2018-03-01
2018,3, Santiago Del Estero ,36.25,Baja penetración,2018-03-01
2018,3, Tierra Del Fuego ,92.77,Alta penetración,2018-03-01
2018,3, Tucumán ,41.68,Baja penetración,2018-03-01
2018,2, Buenos Aires ,62.78,Alta penetración,2018-02-01
2018,2, Capital Federal ,106.53,Alta penetración,2018-02-01
2018,2, Catamarca ,32.86,Baja penetración,2018-02-01
2018,2, Chaco ,31.25,Baja penetración,2018-02-01
2018,2, Chubut ,54.9,Alta penetración,2018-02-01
2018,2, Córdoba ,63.27,Alta penetración,2018-02-01
2018,2, Corrientes ,33.81,Baja penetración,2018-02-01
2018,2, Entre Ríos ,49.2,Baja penetración,2018-02-01
2018,2, Formosa ,29.43,Baja penetración,2018-02-01
2018,2, Jujuy ,23.43,Baja penetración,2018-02-01
2018,2, La Pampa ,71.04,Alta penetración,2018-02-01
2018,2, La Rioja ,50.98,Alta penetración,2018-02-01
2018,2, Mendoza ,36.97,Baja penetración,2018-02-01
2018,2, Misiones ,31.63,Baja penetración,2018-02-01
2018,2, Neuquén ,60.24,Alta penetración,2018-02-01
2018,2, Río Negro ,50.15,Alta penetración,2018-02-01
2018,2, Salta ,39.94,Baja penetración,2018-02-01
2018,2, San Juan ,32.95,Baja penetración,2018-02-01
2018,2, San Luis ,15.15,Baja penetración,2018-02-01
2018,2, Santa Cruz ,33.33,Baja penetración,2018-02-01
2018,2, Santa Fe ,62.57,Alta penetración,2018-02-01
2018,2, Santiago Del Estero ,35.26,Baja penetración,2018-02-01
2018,2, Tierra Del Fuego ,91.61,Alta penetración,2018-02-01
2018,2, Tucumán ,41.51,Baja penetración,2018-02-01
2018,1, Buenos Aires ,62.63,Alta penetración,2018-01-01
2018,1, Capital Federal ,106.24,Alta penetración,2018-01-01
2018,1, Catamarca ,32.79,Baja penetración,2018-01-01
2018,1, Chaco ,30.83,Baja penetración,2018-01-01
2018,1, Chubut ,53.72,Alta penetración,2018-01-01
2018,1, Córdoba ,63.52,Alta penetración,2018-01-01
2018,1, Corrientes ,32.66,Baja penetración,2018-01-01
2018,1, Entre Ríos ,48.68,Baja penetración,2018-01-01
2018,1, Formosa ,21.4,Baja penetración,2018-01-01
2018,1, Jujuy ,23.12,Baja penetración,2018-01-01
2018,1, La Pampa ,71.75,Alta penetración,2018-01-01
2018,1, La Rioja ,51.44,Alta penetración,2018-01-01
2018,1, Mendoza ,37.07,Baja penetración,2018-01-01
2018,1, Misiones ,30.96,Baja penetración,2018-01-01
2018,1, Neuquén ,61.52,Alta penetración,2018-01-01
2018,1, Río Negro ,49.82,Baja penetración,2018-01-01
2018,1, Salta ,39.78,Baja penetración,2018-01-01
2018,1, San Juan ,32.61,Baja penetración,2018-01-01
2018,1, San Luis ,15.15,Baja penetración,2018-01-01
2018,1, Santa Cruz ,33.55,Baja penetración,2018-01-01
2018,1, Santa Fe ,62.28,Alta penetración,2018-01-01
2018,1, Santiago Del Estero ,34.99,Baja penetración,2018-01-01
2018,1, Tierra Del Fuego ,65.2,Alta penetración,2018-01-01
2018,1, Tucumán ,41.18,Baja penetración,2018-01-01
2017,4, Buenos Aires ,57.61,Alta penetración,2017-04-01
2017,4, Capital Federal ,122.9,Alta penetración,2017-04-01
2017,4, Catamarca ,28.62,Baja penetración,2017-04-01
2017,4, Chaco ,30.81,Baja penetración,2017-04-01
2017,4, Chubut ,51.46,Alta penetración,2017-04-01
2017,4, Córdoba ,63.33,Alta penetración,2017-04-01
2017,4, Corrientes ,32.52,Baja penetración,2017-04-01
2017,4, Entre Ríos ,47.89,Baja penetración,2017-04-01
2017,4, Formosa ,21.27,Baja penetración,2017-04-01
2017,4, Jujuy ,22.74,Baja penetración,2017-04-01
2017,4, La Pampa ,71.05,Alta penetración,2017-04-01
2017,4, La Rioja ,51.57,Alta penetración,2017-04-01
2017,4, Mendoza ,33.33,Baja penetración,2017-04-01
2017,4, Misiones ,31.14,Baja penetración,2017-04-01
2017,4, Neuquén ,61.24,Alta penetración,2017-04-01
2017,4, Río Negro ,49.38,Baja penetración,2017-04-01
2017,4, Salta ,39.8,Baja penetración,2017-04-01
2017,4, San Juan ,30.3,Baja penetración,2017-04-01
2017,4, San Luis ,10.59,Baja penetración,2017-04-01
2017,4, Santa Cruz ,28.91,Baja penetración,2017-04-01
2017,4, Santa Fe ,61.71,Alta penetración,2017-04-01
2017,4, Santiago Del Estero ,29.13,Baja penetración,2017-04-01
2017,4, Tierra Del Fuego ,59.89,Alta penetración,2017-04-01
2017,4, Tucumán ,39.9,Baja penetración,2017-04-01
2017,3, Buenos Aires ,55.63,Alta penetración,2017-03-01
2017,3, Capital Federal ,121.86,Alta penetración,2017-03-01
2017,3, Catamarca ,32.49,Baja penetración,2017-03-01
2017,3, Chaco ,29.98,Baja penetración,2017-03-01
2017,3, Chubut ,46.22,Baja penetración,2017-03-01
2017,3, Córdoba ,62.31,Alta penetración,2017-03-01
2017,3, Corrientes ,32.17,Baja penetración,2017-03-01
2017,3, Entre Ríos ,45.96,Baja penetración,2017-03-01
2017,3, Formosa ,21.35,Baja penetración,2017-03-01
2017,3, Jujuy ,22.65,Baja penetración,2017-03-01
2017,3, La Pampa ,69.14,Alta penetración,2017-03-01
2017,3, La Rioja ,51.47,Alta penetración,2017-03-01
2017,3, Mendoza ,35.7,Baja penetración,2017-03-01
2017,3, Misiones ,30.21,Baja penetración,2017-03-01
2017,3, Neuquén ,60.83,Alta penetración,2017-03-01
2017,3, Río Negro ,48.52,Baja penetración,2017-03-01
2017,3, Salta ,39.84,Baja penetración,2017-03-01
2017,3, San Juan ,32.37,Baja penetración,2017-03-01
2017,3, San Luis ,15.48,Baja penetración,2017-03-01
2017,3, Santa Cruz ,33.29,Baja penetración,2017-03-01
2017,3, Santa Fe ,60.91,Alta penetración,2017-03-01
2017,3, Santiago Del Estero ,35.12,Baja penetración,2017-03-01
2017,3, Tierra Del Fuego ,65.74,Alta penetración,2017-03-01
2017,3, Tucumán ,39.7,Baja penetración,2017-03-01
2017,2, Buenos Aires ,56.27,Alta penetración,2017-02-01
2017,2, Capital Federal ,124.06,Alta penetración,2017-02-01
2017,2, Catamarca ,25.98,Baja penetración,2017-02-01
2017,2, Chaco ,29.05,Baja penetración,2017-02-01
2017,2, Chubut ,35.55,Baja penetración,2017-02-01
2017,2, Córdoba ,58.97,Alta penetración,2017-02-01
2017,2, Corrientes ,31.39,Baja penetración,2017-02-01
2017,2, Entre Ríos ,45.39,Baja penetración,2017-02-01
2017,2, Formosa ,19.97,Baja penetración,2017-02-01
2017,2, Jujuy ,22.4,Baja penetración,2017-02-01
2017,2, La Pampa ,63.49,Alta penetración,2017-02-01
2017,2, La Rioja ,16.2,Baja penetración,2017-02-01
2017,2, Mendoza ,31.76,Baja penetración,2017-02-01
2017,2, Misiones ,30.09,Baja penetración,2017-02-01
2017,2, Neuquén ,61.91,Alta penetración,2017-02-01
2017,2, Río Negro ,46.02,Baja penetración,2017-02-01
2017,2, Salta ,32.74,Baja penetración,2017-02-01
2017,2, San Juan ,26.96,Baja penetración,2017-02-01
2017,2, San Luis ,9.51,Baja penetración,2017-02-01
2017,2, Santa Cruz ,26.25,Baja penetración,2017-02-01
2017,2, Santa Fe ,52.27,Alta penetración,2017-02-01
2017,2, Santiago Del Estero ,14.12,Baja penetración,2017-02-01
2017,2, Tierra Del Fuego ,68.46,Alta penetración,2017-02-01
2017,2, Tucumán ,38.19,Baja penetración,2017-02-01
2017,1, Buenos Aires ,58.57,Alta penetración,2017-01-01
2017,1, Capital Federal ,108.37,Alta penetración,2017-01-01
2017,1, Catamarca ,25.66,Baja penetración,2017-01-01
2017,1, Chaco ,28.62,Baja penetración,2017-01-01
2017,1, Chubut ,35.66,Baja penetración,2017-01-01
2017,1, Córdoba ,57.65,Alta penetración,2017-01-01
2017,1, Corrientes ,30.94,Baja penetración,2017-01-01
2017,1, Entre Ríos ,44.91,Baja penetración,2017-01-01
2017,1, Formosa ,19.84,Baja penetración,2017-01-01
2017,1, Jujuy ,22.76,Baja penetración,2017-01-01
2017,1, La Pampa ,62.67,Alta penetración,2017-01-01
2017,1, La Rioja ,16.2,Baja penetración,2017-01-01
2017,1, Mendoza ,31.84,Baja penetración,2017-01-01
2017,1, Misiones ,29.52,Baja penetración,2017-01-01
2017,1, Neuquén ,61.02,Alta penetración,2017-01-01
2017,1, Río Negro ,46.03,Baja penetración,2017-01-01
2017,1, Salta ,32.58,Baja penetración,2017-01-01
2017,1, San Juan ,27.04,Baja penetración,2017-01-01
2017,1, San Luis ,9.55,Baja penetración,2017-01-01
2017,1, Santa Cruz ,26.52,Baja penetración,2017-01-01
2017,1, Santa Fe ,51.97,Alta penetración,2017-01-01
2017,1, Santiago Del Estero ,14.7,Baja penetración,2017-01-01
2017,1, Tierra Del Fuego ,68.92,Alta penetración,2017-01-01
2017,1, Tucumán ,37.9,Baja penetración,2017-01-01
2016,4, Buenos Aires ,61.24,Alta penetración,2016-04-01
2016,4, Capital Federal ,120.63,Alta penetración,2016-04-01
2016,4, Catamarca ,26.54,Baja penetración,2016-04-01
2016,4, Chaco ,28.79,Baja penetración,2016-04-01
2016,4, Chubut ,36.07,Baja penetración,2016-04-01
2016,4, Córdoba ,57.7,Alta penetración,2016-04-01
2016,4, Corrientes ,30.98,Baja penetración,2016-04-01
2016,4, Entre Ríos ,45.21,Baja penetración,2016-04-01
2016,4, Formosa ,19.85,Baja penetración,2016-04-01
2016,4, Jujuy ,22.65,Baja penetración,2016-04-01
2016,4, La Pampa ,63.02,Alta penetración,2016-04-01
2016,4, La Rioja ,16.46,Baja penetración,2016-04-01
2016,4, Mendoza ,32.11,Baja penetración,2016-04-01
2016,4, Misiones ,29.72,Baja penetración,2016-04-01
2016,4, Neuquén ,60.87,Alta penetración,2016-04-01
2016,4, Río Negro ,46.39,Baja penetración,2016-04-01
2016,4, Salta ,32.69,Baja penetración,2016-04-01
2016,4, San Juan ,27.29,Baja penetración,2016-04-01
2016,4, San Luis ,9.64,Baja penetración,2016-04-01
2016,4, Santa Cruz ,27.05,Baja penetración,2016-04-01
2016,4, Santa Fe ,52.19,Alta penetración,2016-04-01
2016,4, Santiago Del Estero ,15.07,Baja penetración,2016-04-01
2016,4, Tierra Del Fuego ,70.31,Alta penetración,2016-04-01
2016,4, Tucumán ,37.98,Baja penetración,2016-04-01
2016,3, Buenos Aires ,60.14,Alta penetración,2016-03-01
2016,3, Capital Federal ,120.77,Alta penetración,2016-03-01
2016,3, Catamarca ,26.48,Baja penetración,2016-03-01
2016,3, Chaco ,28.91,Baja penetración,2016-03-01
2016,3, Chubut ,36.18,Baja penetración,2016-03-01
2016,3, Córdoba ,58.24,Alta penetración,2016-03-01
2016,3, Corrientes ,31.07,Baja penetración,2016-03-01
2016,3, Entre Ríos ,45.44,Baja penetración,2016-03-01
2016,3, Formosa ,18.64,Baja penetración,2016-03-01
2016,3, Jujuy ,22.61,Baja penetración,2016-03-01
2016,3, La Pampa ,61.73,Alta penetración,2016-03-01
2016,3, La Rioja ,17.07,Baja penetración,2016-03-01
2016,3, Mendoza ,32.09,Baja penetración,2016-03-01
2016,3, Misiones ,29.91,Baja penetración,2016-03-01
2016,3, Neuquén ,60.21,Alta penetración,2016-03-01
2016,3, Río Negro ,46.39,Baja penetración,2016-03-01
2016,3, Salta ,32.96,Baja penetración,2016-03-01
2016,3, San Juan ,27.32,Baja penetración,2016-03-01
2016,3, San Luis ,9.63,Baja penetración,2016-03-01
2016,3, Santa Cruz ,26.84,Baja penetración,2016-03-01
2016,3, Santa Fe ,52.67,Alta penetración,2016-03-01
2016,3, Santiago Del Estero ,15.33,Baja penetración,2016-03-01
2016,3, Tierra Del Fuego ,68.94,Alta penetración,2016-03-01
2016,3, Tucumán ,37.9,Baja penetración,2016-03-01
2016,2, Buenos Aires ,59.34,Alta penetración,2016-02-01
2016,2, Capital Federal ,120.04,Alta penetración,2016-02-01
2016,2, Catamarca ,26.07,Baja penetración,2016-02-01
2016,2, Chaco ,28.59,Baja penetración,2016-02-01
2016,2, Chubut ,36.12,Baja penetración,2016-02-01
2016,2, Córdoba ,57.55,Alta penetración,2016-02-01
2016,2, Corrientes ,30.58,Baja penetración,2016-02-01
2016,2, Entre Ríos ,44.74,Baja penetración,2016-02-01
2016,2, Formosa ,19.37,Baja penetración,2016-02-01
2016,2, Jujuy ,21.89,Baja penetración,2016-02-01
2016,2, La Pampa ,60.44,Alta penetración,2016-02-01
2016,2, La Rioja ,16.88,Baja penetración,2016-02-01
2016,2, Mendoza ,32.13,Baja penetración,2016-02-01
2016,2, Misiones ,29.24,Baja penetración,2016-02-01
2016,2, Neuquén ,59.1,Alta penetración,2016-02-01
2016,2, Río Negro ,46.24,Baja penetración,2016-02-01
2016,2, Salta ,32.08,Baja penetración,2016-02-01
2016,2, San Juan ,27.34,Baja penetración,2016-02-01
2016,2, San Luis ,9.6,Baja penetración,2016-02-01
2016,2, Santa Cruz ,26.73,Baja penetración,2016-02-01
2016,2, Santa Fe ,52.44,Alta penetración,2016-02-01
2016,2, Santiago Del Estero ,15.89,Baja penetración,2016-02-01
2016,2, Tierra Del Fuego ,67.72,Alta penetración,2016-02-01
2016,2, Tucumán ,37.24,Baja penetración,2016-02-01
2016,1, Buenos Aires ,57.34,Alta penetración,2016-01-01
2016,1, Capital Federal ,115.16,Alta penetración,2016-01-01
2016,1, Catamarca ,25.91,Baja penetración,2016-01-01
2016,1, Chaco ,28.08,Baja penetración,2016-01-01
2016,1, Chubut ,36.09,Baja penetración,2016-01-01
2016,1, Córdoba ,55.28,Alta penetración,2016-01-01
2016,1, Corrientes ,30.08,Baja penetración,2016-01-01
2016,1, Entre Ríos ,43.85,Baja penetración,2016-01-01
2016,1, Formosa ,19.04,Baja penetración,2016-01-01
2016,1, Jujuy ,21.41,Baja penetración,2016-01-01
2016,1, La Pampa ,57.84,Alta penetración,2016-01-01
2016,1, La Rioja ,16.83,Baja penetración,2016-01-01
2016,1, Mendoza ,32.12,Baja penetración,2016-01-01
2016,1, Misiones ,28.37,Baja penetración,2016-01-01
2016,1, Neuquén ,55.75,Alta penetración,2016-01-01
2016,1, Río Negro ,45.84,Baja penetración,2016-01-01
2016,1, Salta ,31.32,Baja penetración,2016-01-01
2016,1, San Juan ,27.33,Baja penetración,2016-01-01
2016,1, San Luis ,9.59,Baja penetración,2016-01-01
2016,1, Santa Cruz ,26.87,Baja penetración,2016-01-01
2016,1, Santa Fe ,51.28,Alta penetración,2016-01-01
2016,1, Santiago Del Estero ,16.21,Baja penetración,2016-01-01
2016,1, Tierra Del Fuego ,65.83,Alta penetración,2016-01-01
2016,1, Tucumán ,36.72,Baja penetración,2016-01-01
2015,4, Buenos Aires ,58.29,Alta penetración,2015-04-01
2015,4, Capital Federal ,118.13,Alta penetración,2015-04-01
2015,4, Catamarca ,26.24,Baja penetración,2015-04-01
2015,4, Chaco ,28.35,Baja penetración,2015-04-01
2015,4, Chubut ,36.89,Baja penetración,2015-04-01
2015,4, Córdoba ,57.36,Alta penetración,2015-04-01
2015,4, Corrientes ,30.34,Baja penetración,2015-04-01
2015,4, Entre Ríos ,44.11,Baja penetración,2015-04-01
2015,4, Formosa ,19.07,Baja penetración,2015-04-01
2015,4, Jujuy ,21.47,Baja penetración,2015-04-01
2015,4, La Pampa ,58.76,Alta penetración,2015-04-01
2015,4, La Rioja ,17.32,Baja penetración,2015-04-01
2015,4, Mendoza ,32.49,Baja penetración,2015-04-01
2015,4, Misiones ,28.69,Baja penetración,2015-04-01
2015,4, Neuquén ,58.29,Alta penetración,2015-04-01
2015,4, Río Negro ,46.44,Baja penetración,2015-04-01
2015,4, Salta ,31.59,Baja penetración,2015-04-01
2015,4, San Juan ,27.66,Baja penetración,2015-04-01
2015,4, San Luis ,9.71,Baja penetración,2015-04-01
2015,4, Santa Cruz ,27.74,Baja penetración,2015-04-01
2015,4, Santa Fe ,52.61,Alta penetración,2015-04-01
2015,4, Santiago Del Estero ,17.0,Baja penetración,2015-04-01
2015,4, Tierra Del Fuego ,66.46,Alta penetración,2015-04-01
2015,4, Tucumán ,37.06,Baja penetración,2015-04-01
2015,3, Buenos Aires ,57.69,Alta penetración,2015-03-01
2015,3, Capital Federal ,118.29,Alta penetración,2015-03-01
2015,3, Catamarca ,25.86,Baja penetración,2015-03-01
2015,3, Chaco ,27.96,Baja penetración,2015-03-01
2015,3, Chubut ,36.81,Baja penetración,2015-03-01
2015,3, Córdoba ,57.08,Alta penetración,2015-03-01
2015,3, Corrientes ,30.17,Baja penetración,2015-03-01
2015,3, Entre Ríos ,43.68,Baja penetración,2015-03-01
2015,3, Formosa ,18.84,Baja penetración,2015-03-01
2015,3, Jujuy ,21.27,Baja penetración,2015-03-01
2015,3, La Pampa ,57.96,Alta penetración,2015-03-01
2015,3, La Rioja ,17.15,Baja penetración,2015-03-01
2015,3, Mendoza ,32.49,Baja penetración,2015-03-01
2015,3, Misiones ,28.31,Baja penetración,2015-03-01
2015,3, Neuquén ,54.6,Alta penetración,2015-03-01
2015,3, Río Negro ,46.39,Baja penetración,2015-03-01
2015,3, Salta ,31.18,Baja penetración,2015-03-01
2015,3, San Juan ,27.67,Baja penetración,2015-03-01
2015,3, San Luis ,9.71,Baja penetración,2015-03-01
2015,3, Santa Cruz ,27.61,Baja penetración,2015-03-01
2015,3, Santa Fe ,52.15,Alta penetración,2015-03-01
2015,3, Santiago Del Estero ,17.12,Baja penetración,2015-03-01
2015,3, Tierra Del Fuego ,74.86,Alta penetración,2015-03-01
2015,3, Tucumán ,36.61,Baja penetración,2015-03-01
2015,2, Buenos Aires ,56.8,Alta penetración,2015-02-01
2015,2, Capital Federal ,116.07,Alta penetración,2015-02-01
2015,2, Catamarca ,25.45,Baja penetración,2015-02-01
2015,2, Chaco ,27.46,Baja penetración,2015-02-01
2015,2, Chubut ,36.58,Baja penetración,2015-02-01
2015,2, Córdoba ,55.87,Alta penetración,2015-02-01
2015,2, Corrientes ,29.58,Baja penetración,2015-02-01
2015,2, Entre Ríos ,42.93,Baja penetración,2015-02-01
2015,2, Formosa ,18.36,Baja penetración,2015-02-01
2015,2, Jujuy ,20.29,Baja penetración,2015-02-01
2015,2, La Pampa ,56.71,Alta penetración,2015-02-01
2015,2, La Rioja ,16.88,Baja penetración,2015-02-01
2015,2, Mendoza ,32.49,Baja penetración,2015-02-01
2015,2, Misiones ,27.35,Baja penetración,2015-02-01
2015,2, Neuquén ,53.12,Alta penetración,2015-02-01
2015,2, Río Negro ,45.98,Baja penetración,2015-02-01
2015,2, Salta ,30.46,Baja penetración,2015-02-01
2015,2, San Juan ,27.64,Baja penetración,2015-02-01
2015,2, San Luis ,9.71,Baja penetración,2015-02-01
2015,2, Santa Cruz ,27.07,Baja penetración,2015-02-01
2015,2, Santa Fe ,51.18,Alta penetración,2015-02-01
2015,2, Santiago Del Estero ,17.11,Baja penetración,2015-02-01
2015,2, Tierra Del Fuego ,74.51,Alta penetración,2015-02-01
2015,2, Tucumán ,35.69,Baja penetración,2015-02-01
2015,1, Buenos Aires ,56.37,Alta penetración,2015-01-01
2015,1, Capital Federal ,114.9,Alta penetración,2015-01-01
2015,1, Catamarca ,25.11,Baja penetración,2015-01-01
2015,1, Chaco ,26.65,Baja penetración,2015-01-01
2015,1, Chubut ,37.61,Baja penetración,2015-01-01
2015,1, Córdoba ,54.7,Alta penetración,2015-01-01
2015,1, Corrientes ,28.95,Baja penetración,2015-01-01
2015,1, Entre Ríos ,42.07,Baja penetración,2015-01-01
2015,1, Formosa ,18.12,Baja penetración,2015-01-01
2015,1, Jujuy ,19.69,Baja penetración,2015-01-01
2015,1, La Pampa ,55.51,Alta penetración,2015-01-01
2015,1, La Rioja ,16.7,Baja penetración,2015-01-01
2015,1, Mendoza ,32.37,Baja penetración,2015-01-01
2015,1, Misiones ,26.31,Baja penetración,2015-01-01
2015,1, Neuquén ,51.95,Alta penetración,2015-01-01
2015,1, Río Negro ,45.33,Baja penetración,2015-01-01
2015,1, Salta ,30.01,Baja penetración,2015-01-01
2015,1, San Juan ,27.55,Baja penetración,2015-01-01
2015,1, San Luis ,9.72,Baja penetración,2015-01-01
2015,1, Santa Cruz ,27.99,Baja penetración,2015-01-01
2015,1, Santa Fe ,50.24,Alta penetración,2015-01-01
2015,1, Santiago Del Estero ,17.06,Baja penetración,2015-01-01
2015,1, Tierra Del Fuego ,74.23,Alta penetración,2015-01-01
2015,1, Tucumán ,35.08,Baja penetración,2015-01-01
